xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Definition_gesplittet	Konzept	Lemma_gemappt	Konzept_Lemma	Def_kurz_gemappt	Konzept_Def_kurz	Def_lang_gemappt	Def_lang_ungemappt	Konzept_Def_lang	Konzept_gemappt
EW00712	Trinkwi(n)	Trinkwin, Trinkwi	Substantiv		leichter Wein, der gewonnen wird, wenn man nach dem Pressen der Trauben die Träber mit Wasser übergiesst und nach einem Zuckerzusatz nochmals gären lässt	['leichter Wein, der gewonnen wird', 'wenn man nach dem Pressen der Trauben die Träber mit Wasser übergiesst und nach einem Zuckerzusatz nochmals gären lässt']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
EW00713	Truebwi(n), Trüebwi(n)	Truebwin, Truebwi, Trüebwin, Trüebwi	Substantiv		Trübwein, der letzte, nicht mehr klare W. aus einem Fasse	['Trübwein, der letzte', 'nicht mehr klare W. aus einem Fasse']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
EW01009	Wermuet	Wermuet	Substantiv	2.	Wermutbranntwein	['Wermutbranntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Wermutbranntwein	kein_Trinken				kein_Trinken
EW01152	Wasser	Wasser	Substantiv	1.	Wasser, Trinkwasser, Quellwasser, Regenwasser, Fluss, Teich, See, Meer. Von einem Arbeitsscheuen	['Wasser', 'Trinkwasser', 'Quellwasser', 'Regenwasser', 'Fluss', 'Teich', 'See', 'Meer. Von einem Arbeitsscheuen']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser			Wasser; Trinkwasser	Quellwasser; Regenwasser; Fluss; Teich; See; Meer. Von einem Arbeitsscheuen	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
EW01154	Bappelwasser	Bappelwasser	Substantiv	2.	Tee aus Blättern der Rosenpappel	['Tee aus Blättern der Rosenpappel']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee								
EW01154	Bappelwasser	Bappelwasser	Substantiv	1.	geistige Getränke	['geistige Getränke']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
EW01168	Kirsenwasser, Kirschenwasser	Kirsenwasser, Kirschenwasser	Substantiv		Branntwein aus Kirschen	['Branntwein aus Kirschen']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
EW01182	Schüsselwasser	Schüsselwasser	Substantiv	2.	schlechter Kaffee; dünne, kraftlose Suppe	['schlechter Kaffee', 'dünne', 'kraftlose Suppe']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee								
EW01183	Seckelwasser	Seckelwasser	Substantiv		schlechtes Getränk, Wein und Bier	['schlechtes Getränk', 'Wein und Bier']	Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier								
EW01189	Wichtwasser, Gewichtwasser, Wihwasser	Wichtwasser, Gewichtwasser, Wihwasser	Substantiv	2.	Schnaps	['Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
EZ00219	Zucker II	Zucker	Substantiv	2.	Gläschen Schnaps	['Gläschen Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
EZ00453	zäpfen	zäpfen	Substantiv	2.	(ein Fass) anstechen; vom Fass trinken; trinken überhaupt	['(ein Fass) anstechen', 'vom Fass trinken', 'trinken überhaupt']	Trinken; Trinken.Alkohol_trinken								
LA00253	Änes	Änes	Substantiv	2.	Anisbranntwein	['Anisbranntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Anisbranntwein	kein_Trinken				kein_Trinken
LA00351	Appelvitz	Appelvitz	Substantiv		Apfelwein	['Apfelwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Apfelwein	kein_Trinken				kein_Trinken
LA00352	Äbbel-win	Äbbelwin	Substantiv		Apfelwein	['Apfelwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Apfelwein	kein_Trinken				kein_Trinken
LB00004	Babbel-wasser	Babbelwasser	Substantiv		Schnaps	['Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
LB00183	Bäre-dreck	Bäredreck	Substantiv		Süßholzsaft	['Süßholzsaft']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft			Süßholzsaft	kein_Trinken				kein_Trinken
LB00331	Paure-wein	Paurewein	Substantiv		ungekelteter Wein	['ungekelteter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
LB00479	Pek I	Pek	Substantiv		saurer Wein, aus Trestern hergestellt, indem man Wasser zusetzt u. das Gemisch einige Tage in einem Fasse stehen läßt	['saurer Wein', 'aus Trestern hergestellt', 'indem man Wasser zusetzt u. das Gemisch einige Tage in einem Fasse stehen läßt']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
LB00755	Bier II	Bier	Substantiv		Bier	['Bier']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier
LB01103	Blotz-milch	Blotzmilch	Substantiv		Buttermilch, die durch Butter blotze entsteht	['Buttermilch, die durch Butter blotze entsteht']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk								
LB01322	Brach	Brach	Substantiv		dicke Milch	['dicke Milch']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk								
LB01350	Brannte-win	Branntewin	Substantiv		Branntwein	['Branntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
LB01497	Brockel	Brockel	Substantiv	1.	geronnene Milch	['geronnene Milch']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk								
LD00368	Dick-milch	Dickmilch	Substantiv		sauer Milch	['sauer Milch']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk								
LD00695	Drank	Drank	Substantiv	1.	Apfelwein	['Apfelwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Apfelwein	kein_Trinken				kein_Trinken
LD00818	Trep(s)	Treps, Trep	Substantiv	3.	Gläschen Schnaps	['Gläschen Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
LD00927	Dronk	Dronk	Substantiv	1.	Trunk	['Trunk']	Getränk			Trunk	Getränk				Getränk
LD00927	Dronk	Dronk	Substantiv	2.	Trank, heilkräftiges Getränk	['Trank', 'heilkräftiges Getränk']	Getränk					Trank	heilkräftiges Getränk	Getränk	Getränk
LD00971	Druff	Druff	Substantiv	1.	trüber Wein als Faßrest	['trüber Wein als Faßrest']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
LD01008	Drusenbrantwin	Drusenbrantwin	Substantiv		fast allg. Branntwein aus Weinhefe gewonnen	['fast allg. Branntwein aus Weinhefe gewonnen']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
LD01116	Tur II	Tur	Substantiv	2.	Runde	['Runde']	Getränk			Runde	kein_Trinken				kein_Trinken
LD01139	Turne	Turne	Substantiv	1.	Runde, für jeden am Tisch ein Glas	['Runde', 'für jeden am Tisch ein Glas']	Getränk								
LD01151	Durscht	Durscht	Substantiv		Durst	['Durst']	Durst			Durst	Durst				Durst
LE00056	Eichelkaffee	Eichelkaffee	Substantiv		Eichelkaffee	['Eichelkaffee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee			Eichelkaffee	kein_Trinken				kein_Trinken
LF00916	Vir-schotz	Virschotz	Substantiv		der erste Branntwein, der beim Brennen	['der erste Branntwein, der beim Brennen']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
LF00954	Vitz	Vitz	Substantiv		Obstwein	['Obstwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Obstwein	kein_Trinken				kein_Trinken
LF01130	Föll-wein	Föllwein	Substantiv		Füllwein, Wein zum Nach- und Auffüllen im Fasse	['Füllwein', 'Wein zum Nach- und Auffüllen im Fasse']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
LF01160	Vor-laf	Vorlaf	Substantiv		Vorlauf d. i. der erste Branntwein, der beim Brennen ausfließt. Er ist zu alkoholreich, um getrunken zu werden, u. dient zu Einreibungen	['Vorlauf d. i. der erste Branntwein, der beim Brennen ausfließt. Er ist zu alkoholreich', 'um getrunken zu werden', 'u. dient zu Einreibungen']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
LF01369	Fusel	Fusel	Substantiv		geringer, schlechter Branntwein	['geringer', 'schlechter Branntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Fusel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose						Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; 
LG00052	Galm	Galm	Substantiv		Durst, Qualm, Gestank	['Durst', 'Qualm', 'Gestank']	Durst					Durst	Qualm; Gestank	Durst	Durst
LG00244	Ge-drenks	Gedrenks	Substantiv	1.	Getränke	['Getränke']	Getränk			Getränke	kein_Trinken				kein_Trinken
LG00244	Ge-drenks	Gedrenks	Substantiv	2.	das Trinken	['das Trinken']	Trinken								
LG00339	Geischt	Geischt	Substantiv		Weingeist, Alkohol	['Weingeist', 'Alkohol']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
LG00583	Ge-scheppels	Gescheppels	Substantiv		übermäßiges od. gewohnheitsmäßiges Trinken von Schoppen Bier od. Wein	['übermäßiges od. gewohnheitsmäßiges Trinken von Schoppen Bier od. Wein']	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken, Trinken.Häufig_lange_trinken								
LG00627	Ge-seffs	Geseffs	Substantiv		Gesöffe, Säuferei, unmäßiges Trinken	['Gesöffe', 'Säuferei', 'unmäßiges Trinken']	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken								
LG00688	Ge-supps	Gesupps	Substantiv		Saugen, Geschlürf, schlürfendes Geräusch beim Trinken	['Saugen', 'Geschlürf', 'schlürfendes Geräusch beim Trinken']	Trinken.Geräuschvoll_trinken					Saugen	Geschlürf; schlürfendes Geräusch beim Trinken	Trinken	Trinken
LG00782	Giges I	Giges	Substantiv		schlechter Branntwein, Fusel	['schlechter Branntwein', 'Fusel']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose					Fusel	schlechter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
LG00899	Glugluk	Glugluk	Substantiv		Gluckgluck (Geräusch beim Trinken od. Ausgießen einer Flüssigkeit)	['Gluckgluck (Geräusch beim Trinken od. Ausgießen einer Flüssigkeit)']	Trinken.Geräuschvoll_trinken								
LG00947	Gom	Gom	Substantiv	4.	ein süßliches Getränk	['ein süßliches Getränk']	Getränk								
LG00987	Grächen	Grächen	Substantiv		neuer Wein; Wein, der gerade trinkbar geworden. G. genannt wegen seiner grauen Farbe	['neuer Wein', 'Wein, der gerade trinkbar geworden. G. genannt wegen seiner grauen Farbe']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
LG01050	Gräwel-wasser	Gräwelwasser	Substantiv		schlechter Branntwein, Fusel	['schlechter Branntwein', 'Fusel']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose					Fusel	schlechter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
LG01193	Grumberebrantwein	Grumberebrantwein	Substantiv		Kartoffelsprit	['Kartoffelsprit']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Kartoffelsprit	kein_Trinken				kein_Trinken
LH00199	Häns-chen	Hänschen	Substantiv		ein Achtel Liter Branntwein	['ein Achtel Liter Branntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
LH00357	Heffen	Heffen	Substantiv	2.	ein Gläschen Hefenbranntwein	['ein Gläschen Hefenbranntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
LK00024	Kaffee	Kaffee	Substantiv	1.	Kaffee	['Kaffee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee				Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee
LK00028	Kaffeebrih	Kaffeebrih	Substantiv		schlechter Milchkaffee	['schlechter Milchkaffee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee								
LK00259	Kassis	Kassis	Substantiv	2.	Likör, der aus der Frucht derselben zubereitet wird	['Likör, der aus der Frucht derselben zubereitet wird']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
LK00343	Keizen	Keizen	Substantiv	2.	schlechter Wein, Krätzer	['schlechter Wein', 'Krätzer']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
LK00372	Kelterwein	Kelterwein	Substantiv		Wein von gekelterten Trauben im Gegensatz zu	['Wein von gekelterten Trauben im Gegensatz zu']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
LK00547	Kirsch	Kirsch	Substantiv	2.	Kirschenschnaps	['Kirschenschnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Kirschenschnaps	kein_Trinken				kein_Trinken
LK01060	Kowen-bretchen	Kowenbretchen	Substantiv		Gläschen Branntwein	['Gläschen Branntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
LK01499	Kwetsch I	Kwetsch	Substantiv	2.	Zwetschenschnaps	['Zwetschenschnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Zwetschenschnaps	kein_Trinken				kein_Trinken
LK01505	Kwetschwasser	Kwetschwasser	Substantiv		Zwetschenbranntwein	['Zwetschenbranntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Zwetschenbranntwein	kein_Trinken				kein_Trinken
LL00401	Lier	Lier	Substantiv		Holzapfelwein	['Holzapfelwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Holzapfelwein	kein_Trinken				kein_Trinken
LL00565	lumpen	lumpen	Substantiv		zechen, schlemmen	['zechen', 'schlemmen']	Trinken.Alkohol_trinken					zechen	schlemmen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken
LM00027	Mawebitter	Mawebitter	Substantiv		Magenbitter	['Magenbitter']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Magenbitter	kein_Trinken				kein_Trinken
LM00226	Matten	Matten	Substantiv	1.	geronnene Milch, aus der Käse gemacht wird; Käsmatte	['geronnene Milch', 'aus der Käse gemacht wird', 'Käsmatte']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk								
LM00280	Mehlsuffe	Mehlsuffe	Substantiv		Trank mit beigemischtem M. für die Haustiere	['Trank mit beigemischtem M. für die Haustiere']	Getränk								
LM00317	Melkersch	Melkersch	Substantiv		soviel Milch, als in einem Mal gemolken wird	['soviel Milch', 'als in einem Mal gemolken wird']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk								
LM00416	Milch	Milch	Substantiv		Milch	['Milch']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk				Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk
LM00470	Mirabell	Mirabell	Substantiv	2.	Mirabellenbranntwein	['Mirabellenbranntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Mirabellenbranntwein	kein_Trinken				kein_Trinken
LM00620	Moschketeller	Moschketeller	Substantiv		Muskatellertraube, –wein	['Muskatellertraube', '–wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
LM00677	Mupp	Mupp	Substantiv		schlechter, minderwertiger Schnaps	['schlechter', 'minderwertiger Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
LM00713	Musikante-brih	Musikantebrih	Substantiv		(eigentl. Musikantenbrühe) verächtl. für schlechten Kaffee	['(eigentl. Musikantenbrühe) verächtl. für schlechten Kaffee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee								
LN00228	Ninni	Ninni	Substantiv		Milch in der Kindersprache	['Milch in der Kindersprache']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk								
LO00248	Owes-dronk	Owesdronk	Substantiv		Abendtrunk	['Abendtrunk']	Getränk			Abendtrunk	kein_Trinken				kein_Trinken
LO00251	Owesstrach	Owesstrach	Substantiv		die am Abend gemolkene Milch	['die am Abend gemolkene Milch']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk								
LR00162	Rattegift	Rattegift	Substantiv		schlechter Schnaps	['schlechter Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
LR00330	Rend I	Rend	Substantiv		Runde	['Runde']	Getränk			Runde	kein_Trinken				kein_Trinken
LR00660	Runding	Runding	Substantiv		Runde	['Runde']	Getränk			Runde	kein_Trinken				kein_Trinken
LS00052	Saft	Saft	Substantiv		Saft	['Saft']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft				Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft
LS00279	Schampanjer	Schampanjer	Substantiv		Champagnerwein	['Champagnerwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt			Champagnerwein	kein_Trinken				kein_Trinken
LS00327	Scharlacher	Scharlacher	Substantiv		Schnaps, sog. nach der Farbe	['Schnaps', 'sog. nach der Farbe']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose					Schnaps	sog. nach der Farbe	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
LS00650	Schlauder-wasser	Schlauderwasser	Substantiv		dünner Kaffee	['dünner Kaffee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee								
LS00708	Schlewe-schnabbs	Schleweschnabbs	Substantiv		Schlehenschnapps	['Schlehenschnapps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Schlehenschnapps	kein_Trinken				kein_Trinken
LS00787	Schlupp I	Schlupp	Substantiv	2.	Gläschen Schnaps	['Gläschen Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
LS00792	Schluri	Schluri	Substantiv	2.	Spitzname für schlechten Kaffee	['Spitzname für schlechten Kaffee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee								
LS00907	Schnaps	Schnaps	Substantiv		Schnaps	['Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
LS01000	Schnik	Schnik	Substantiv		Fusel, schlechter Branntwein	['Fusel', 'schlechter Branntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose					Fusel	schlechter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
LS01029	Schnorres	Schnorres	Substantiv	2.	Gläschen Schnaps	['Gläschen Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
LS01115	Schorbacher	Schorbacher	Substantiv		gewöhnlicher Kartoffelschnaps, der in Schorbach (n. w. Bitsch) vorzugsweise getrunken wird	['gewöhnlicher Kartoffelschnaps, der in Schorbach (n. w. Bitsch) vorzugsweise getrunken wird']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
LS01563	Sirop	Sirop	Substantiv		Sirup	['Sirup']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink			Sirup	kein_Trinken				kein_Trinken
LS01713	Spenn	Spenn	Substantiv	1.	Muttermilch	['Muttermilch']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk			Muttermilch	kein_Trinken				kein_Trinken
LS01837	Spret	Spret	Substantiv	1.	Sprit, Spiritus, schlechter Schnaps	['Sprit', 'Spiritus', 'schlechter Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
LS01858	Spruddel	Spruddel	Substantiv		Sprudel	['Sprudel']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser			Sprudel	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser				Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
LS02218	Strach	Strach	Substantiv	3.	soviel auf einmal an Milch gemolken wird	['soviel auf einmal an Milch gemolken wird']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk								
LS02255	Strechersch	Strechersch	Substantiv		die Menge Milch, die beim einmaligen Melken erzeugt wird	['die Menge Milch, die beim einmaligen Melken erzeugt wird']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk								
LS02444	Suff	Suff	Substantiv		steifer Trank für Rindvieh u. Schweine; Küchenwasser zum Tränken des Viehs	['steifer Trank für Rindvieh u. Schweine', 'Küchenwasser zum Tränken des Viehs']	Getränk								
LS02450	Sufferei	Sufferei	Substantiv		Säuferei, anhaltendes Trinken, Trinkgelage	['Säuferei', 'anhaltendes Trinken', 'Trinkgelage']	Trinken.Alkohol_trinken;Trinken.Häufig_lange_trinken								
LS02490 	Surmilich 	Surmilich	Substantiv		Sauermilch	['Sauermilch']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk			Sauermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk				Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk
LW00150	Wasser	Wasser	Substantiv	2.	wässeriger Kaffee, dünne Suppe	['wässeriger Kaffee', 'dünne Suppe']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser						Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser; 
LW00150	Wasser	Wasser	Substantiv	2.	in aller Frühe getrunkener Branntwein	['in aller Frühe getrunkener Branntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser						Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser; 
LW00353 	Widderdaifer 	Widderdaifer	Substantiv		Name für Wein	['Name für Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
