xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Definition_gesplittet	Konzept	Lemma_gemappt	Konzept_Lemma	Def_kurz_gemappt	Konzept_Def_kurz	Def_lang_gemappt	Def_lang_ungemappt	Konzept_Def_lang	Satzwurzel	Konzept_Satzwurzel	Konzept_gemappt
PW03213	Wirts-Mädchen	WirtsMädchen	Substantiv	-	Gastwirtstochter, oft gleichzeitig Kellnerin	['Gastwirtstochter', 'oft gleichzeitig Kellnerin']	kein_Trinken										kein_Trinken
PW03214	Wirts-saal	Wirtssaal	Substantiv	-	größter Raum in einer Wirtschaft	['größter Raum in einer Wirtschaft']	kein_Trinken										kein_Trinken
PW03215	Wirts-schulden	Wirtsschulden	Substantiv	-	nicht bezahlte Zeche	['nicht bezahlte Zeche']	kein_Trinken										kein_Trinken
PW03216	Wirts-stube	Wirtsstube	Substantiv	-	Raum in der Wirtschaft, in der der Ausschank ist	['Raum in der Wirtschaft', 'in der der Ausschank ist']	kein_Trinken										kein_Trinken
PW03218	Wirts-tochter	Wirtstochter	Substantiv	-	Gastwirtstochter, oft gleichzeitig Kellnerin	['Gastwirtstochter', 'oft gleichzeitig Kellnerin']	kein_Trinken										kein_Trinken
PW03219	Wirts-zimmer	Wirtszimmer	Substantiv	-	Wirtsstube	['Wirtsstube']	kein_Trinken			Wirtsstube	kein_Trinken						kein_Trinken
PZ00031	Zahl-kellner	Zahlkellner	Substantiv	-	für das Kassieren zuständige Bedienung in Lokalen	['für das Kassieren zuständige Bedienung in Lokalen']	kein_Trinken										kein_Trinken
PZ00151	zäpfeln	zäpfeln	Verb	-	beständig, immer ein bißchen Getränke zapfen	['beständig', 'immer ein bißchen Getränke zapfen']	kein_Trinken										kein_Trinken
PZ00153	Zapfen	Zapfen	Substantiv	5a	Trunkenbold	['Trunkenbold']	kein_Trinken			Trunkenbold	kein_Trinken						kein_Trinken
PZ00154	zapfen, zäpfen	zapfen, zäpfen	Verb	1	Wein etc. vom Zapfhahn in Trink-, AusschenkGefäße laufen lassen	['Wein etc. vom Zapfhahn in Trink-', 'AusschenkGefäße laufen lassen']	kein_Trinken								Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
PZ00167	Zapfer	Zapfer	Substantiv	-	wer Getränke zapft	['wer Getränke zapft']	kein_Trinken										kein_Trinken
PZ00168	Zapf-hahn	Zapfhahn	Substantiv	-	Hahn am Faß, am Schanktresen	['Hahn am Faß', 'am Schanktresen']	kein_Trinken										kein_Trinken
PZ00169	Zapf-kranen	Zapfkranen	Substantiv	-	Zapfhahn am Faß	['Zapfhahn am Faß']	kein_Trinken										kein_Trinken
PZ00170	Zäpfler	Zäpfler	Substantiv	1a	Schankwirt, der das Wirtslokal nur gepachtet hat	['Schankwirt, der das Wirtslokal nur gepachtet hat']	kein_Trinken										kein_Trinken
PZ00197	zart, zärt	zart, zärt	Adjektiv	1b	angenehm zu trinken, süffig	['angenehm zu trinken', 'süffig']	kein_Trinken								trinken	Trinken	Trinken
PZ00201	Zassel	Zassel	Substantiv	5	Wirt	['Wirt']	kein_Trinken			Wirt	kein_Trinken						kein_Trinken
PZ00215	Zassel-wirt	Zasselwirt	Substantiv	-	Straußwirt, Wirt einer bescheidenen Schenke	['Straußwirt', 'Wirt einer bescheidenen Schenke']	kein_Trinken										kein_Trinken
PZ00216	Zassel-wirtschaft	Zasselwirtschaft	Substantiv	-	bescheidene, wenig attraktive Wirtschaft	['bescheidene', 'wenig attraktive Wirtschaft']	kein_Trinken										kein_Trinken
PZ00279	Zech-bruder	Zechbruder	Substantiv	-	wer gerne im Gasthaus sitzt und trinkt	['wer gerne im Gasthaus sitzt und trinkt']	kein_Trinken										kein_Trinken
PZ00282	Zecher	Zecher	Substantiv	-	Trinker	['Trinker']	kein_Trinken			Trinker	kein_Trinken						kein_Trinken
PZ00286	Zech-genosse	Zechgenosse	Substantiv	-	wer gerne im Gasthaus sitzt und trinkt	['wer gerne im Gasthaus sitzt und trinkt']	kein_Trinken										kein_Trinken
PZ00287	Zech-kollege	Zechkollege	Substantiv	-	wer gerne im Gasthaus sitzt und trinkt	['wer gerne im Gasthaus sitzt und trinkt']	kein_Trinken										kein_Trinken
PZ00288	Zech-kumpan	Zechkumpan	Substantiv	-	wer gerne im Gasthaus sitzt und trinkt	['wer gerne im Gasthaus sitzt und trinkt']	kein_Trinken										kein_Trinken
PZ00961	Zopf	Zopf	Substantiv	4	Alkoholrausch	['Alkoholrausch']	kein_Trinken			Alkoholrausch	kein_Trinken						kein_Trinken
PYYY	Thermos-geld	Thermosgeld	Substantiv	-	Betrag für das Öffnen selbst mitgebrachter Flaschen im Gasthaus	['Betrag für das Öffnen selbst mitgebrachter Flaschen im Gasthaus']	kein_Trinken										kein_Trinken
LA00262	Angläs	Angläs	Substantiv	1.	weiße Wein-Flasche, drei Viertel Liter enthaltend	['weiße Wein-Flasche', 'drei Viertel Liter enthaltend']	kein_Trinken										kein_Trinken
LA00303	an-setzen	ansetzen	Verb	3.	anstellen; Brombeeren, Mirabellen, Chinawurzel usw. in Alkohol einweichen, um ein besonders hygienisches Likör herzustellen	['anstellen', 'Brombeeren', 'Mirabellen', 'Chinawurzel usw. in Alkohol einweichen', 'um ein besonders hygienisches Likör herzustellen']	kein_Trinken										kein_Trinken
LB00146	Pans-bruder	Pansbruder	Substantiv		einer, der nur für seinen Bauch sorgt, der immer essen u. trinken möchte	['einer, der nur für seinen Bauch sorgt, der immer essen u. trinken möchte']	kein_Trinken										kein_Trinken
LB00394	be-duselt	beduselt	Adjektiv		angetrunken	['angetrunken']	kein_Trinken			angetrunken	kein_Trinken						kein_Trinken
LB00527	be-newelt	benewelt	Adjektiv		leicht betrunken, benebelt	['leicht betrunken', 'benebelt']	kein_Trinken								benebeln	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken
LB00615	be-sawelt	besawelt	Adjektiv		betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
LB00829	Kaffis-binz	Kaffisbinz	Substantiv		Kaffeekanne	['Kaffeekanne']	kein_Trinken			Kaffeekanne	kein_Trinken						kein_Trinken
LB00894	Bitsch I	Bitsch	Substantiv	2.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
LB01409	Bremm	Bremm	Substantiv		Landgut u. Wirtshaus bei Forbach	['Landgut u. Wirtshaus bei Forbach']	kein_Trinken										kein_Trinken
LB01550	prowieren	prowieren	Verb	1.	probieren, kosten, versuchen	['probieren', 'kosten', 'versuchen']	kein_Trinken										kein_Trinken
LB01611	brutlich	brutlich	Adjektiv	2.	abgebrüht (vom mehrfach aufgekochten Kaffee)	['abgebrüht (vom mehrfach aufgekochten Kaffee)']	kein_Trinken										kein_Trinken
LB01764	Buschong	Buschong	Substantiv		Korkstöpsel, Propfen	['Korkstöpsel', 'Propfen']	kein_Trinken										kein_Trinken
LD00053	däfen	däfen	Verb	2.	Wein mit Wasser durchsetzen	['Wein mit Wasser durchsetzen']	kein_Trinken										kein_Trinken
LD00093	Damp	Damp	Substantiv	3.	Rausch, Betäubung durch geistige Getränke	['Rausch', 'Betäubung durch geistige Getränke']	kein_Trinken										kein_Trinken
LD00098	Dämpert	Dämpert	Substantiv	1.	starker Raucher	['starker Raucher']	kein_Trinken										kein_Trinken
LD00111	Danne-strauss	Dannestrauss	Substantiv		Tannenzweig als Aushängeschild eines Wirtshauses	['Tannenzweig als Aushängeschild eines Wirtshauses']	kein_Trinken										kein_Trinken
LD00361	Tibi	Tibi	Substantiv		Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
LD00678	Traht	Traht	Substantiv	5.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
LD00698	Drank-fâs	Drankfâs	Substantiv		Obstweinfaß	['Obstweinfaß']	kein_Trinken			Obstweinfaß	kein_Trinken						kein_Trinken
LD00700	tränken	tränken	Verb		fast allg. das Vieh auf die Tränke führen, ihm zu trinken geben	['fast allg. das Vieh auf die Tränke führen', 'ihm zu trinken geben']	kein_Trinken										kein_Trinken
LD00710	Trappert	Trappert	Substantiv		Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
LD00928	dronken	dronken	Adjektiv	1.	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
LD01174	Dusel	Dusel	Substantiv	2.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
LE00259	er-dischteren	erdischteren	Verb		verdursten	['verdursten']	kein_Trinken			verdursten	kein_Trinken						kein_Trinken
LF00327	ver-durschten	verdurschten	Verb		verdursten	['verdursten']	kein_Trinken			verdursten	kein_Trinken						kein_Trinken
LF00426	ver-juppen	verjuppen	Verb	2.	sich vertun, von etwas zuviel essen od. trinken	['sich vertun', 'von etwas zuviel essen od. trinken']	kein_Trinken										kein_Trinken
LF00703	ver-suchen	versuchen	Verb		versuchen, kosten	['versuchen', 'kosten']	kein_Trinken										kein_Trinken
LF00706	ver-suffen	versuffen	Verb	2.	durch Trinken verprassen	['durch Trinken verprassen']	kein_Trinken										kein_Trinken
LF00823	Viertel	Viertel	Substantiv	1.	der 4. Teil eines Maßes	['der 4. Teil eines Maßes']	kein_Trinken										kein_Trinken
LF01050	Flesch	Flesch	Substantiv	1.	Flasche, Feldflasche	['Flasche', 'Feldflasche']	kein_Trinken										kein_Trinken
LF01121	voll	voll	Adjektiv	2.	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
LF01125	Vollchit	Vollchit	Substantiv		Betrunkenheit	['Betrunkenheit']	kein_Trinken			Betrunkenheit	kein_Trinken						kein_Trinken
LG00073	ganglen	ganglen	Verb		hin- u. herschwanken (vom Trunkenbold)	['hin- u. herschwanken (vom Trunkenbold)']	kein_Trinken										kein_Trinken
LG00125	gaschtieren	gaschtieren	Verb		ibid. ein Festessen veranstalten, bewirten	['ibid. ein Festessen veranstalten', 'bewirten']	kein_Trinken										kein_Trinken
LG00621	ge-schwatt	geschwatt	Adjektiv		betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
LH00236	Här-geld	Härgeld	Substantiv		Handgeld, Trinkgeld	['Handgeld', 'Trinkgeld']	kein_Trinken										kein_Trinken
LH00240	Harrijen	Harrijen	Substantiv		Handgeld, Draufgeld, Trinkgeld	['Handgeld', 'Draufgeld', 'Trinkgeld']	kein_Trinken										kein_Trinken
LH00573	Hib	Hib	Substantiv		Räuschchen	['Räuschchen']	kein_Trinken			Räuschchen	kein_Trinken						kein_Trinken
LH00844	Hucker	Hucker	Substantiv	2.	gewohnheitsmäßiger Wirtshaussitzer	['gewohnheitsmäßiger Wirtshaussitzer']	kein_Trinken										kein_Trinken
LI00092	in-schenken	inschenken	Verb		einschenken	['einschenken']	kein_Trinken			einschenken	kein_Trinken						kein_Trinken
LI00095	in-schlagen	inschlagen	Verb		Obst, bes. Zwetschen in ein Faß füllen, um Schnaps herzustellen	['Obst', 'bes. Zwetschen in ein Faß füllen', 'um Schnaps herzustellen']	kein_Trinken										kein_Trinken
LK00024	Kaffee	Kaffee	Substantiv	2.	Kaffeehaus	['Kaffeehaus']	kein_Trinken	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffeehaus	kein_Trinken						Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee
LK00025	Kaffeebich	Kaffeebich	Substantiv		Kaffeebäuche, Spottname der Saargemünder wegen ihrer Vorliebe für Kaffee	['Kaffeebäuche', 'Spottname der Saargemünder wegen ihrer Vorliebe für Kaffee']	kein_Trinken										kein_Trinken
LK00026	Kaffeebinz	Kaffeebinz	Substantiv		Kaffeekanne	['Kaffeekanne']	kein_Trinken			Kaffeekanne	kein_Trinken						kein_Trinken
LK00032	Kaffeehôr	Kaffeehôr	Substantiv		(eigentl. Kaffeehorn) Kaffeeschwester	['(eigentl. Kaffeehorn) Kaffeeschwester']	kein_Trinken										kein_Trinken
LK00034 	Kaffeesatz 	Kaffeesatz	Substantiv		Kaffeesatz	['Kaffeesatz']	kein_Trinken			Kaffeesatz	kein_Trinken						kein_Trinken
LK00036	Kaffeeseh	Kaffeeseh	Substantiv		Kaffeesieb	['Kaffeesieb']	kein_Trinken			Kaffeesieb	kein_Trinken						kein_Trinken
LK00038	Kaffeetût	Kaffeetût	Substantiv		Kaffeeschwester	['Kaffeeschwester']	kein_Trinken			Kaffeeschwester	kein_Trinken						kein_Trinken
LK00144	kanone-voll	kanonevoll	Adjektiv		völlig betrunken	['völlig betrunken']	kein_Trinken										kein_Trinken
LK00569	Kischt	Kischt	Substantiv	2.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
LK00974	Konkel	Konkel	Substantiv	2.	Säuferin	['Säuferin']	kein_Trinken			Säuferin	kein_Trinken						kein_Trinken
LK01012	koren	koren	Verb		kosten; versuchen, wie etwas schmeckt	['kosten', 'versuchen', 'wie etwas schmeckt']	kein_Trinken										kein_Trinken
LK01030 	Koschthaus 	Koschthaus	Substantiv		Haus, in dem man beköstigt wird	['Haus', 'in dem man beköstigt wird']	kein_Trinken										kein_Trinken
LK01048	Kotzpenning	Kotzpenning	Substantiv		Gottespfennig, Trinkgeld, Almosen	['Gottespfennig', 'Trinkgeld', 'Almosen']	kein_Trinken										kein_Trinken
LL00043	laden I	laden	Verb	4.	sich mit Speise u. Trank überladen	['sich mit Speise u. Trank überladen']	kein_Trinken										kein_Trinken
LL00147	Läppsert	Läppsert	Substantiv		Mensch, der im Essen u. Trinken nicht recht zugreift	['Mensch, der im Essen u. Trinken nicht recht zugreift']	kein_Trinken										kein_Trinken
LL00553	Lump	Lump	Substantiv		Lump, Verschwender, Trunkenbold	['Lump', 'Verschwender', 'Trunkenbold']	kein_Trinken										kein_Trinken
LM00422	Milchhawe	Milchhawe	Substantiv		Milchtopf	['Milchtopf']	kein_Trinken			Milchtopf	kein_Trinken						kein_Trinken
LM00465	Minut	Minut	Substantiv	2.	Kaffeegeschirr; Topf, in welchem der Kaffee schnell zubereitet werden kann	['Kaffeegeschirr', 'Topf', 'in welchem der Kaffee schnell zubereitet werden kann']	kein_Trinken										kein_Trinken
LM00556	Molken	Molken	Substantiv		Käsewasser in der Dickmilch	['Käsewasser in der Dickmilch']	kein_Trinken										kein_Trinken
LW00164	Wässich	Wässich	Substantiv		Molke, wässeriger Teil der Milch	['Molke', 'wässeriger Teil der Milch']	kein_Trinken										kein_Trinken
LR00186	Rausch	Rausch	Substantiv	1.	Betrunkenheit	['Betrunkenheit']	kein_Trinken			Betrunkenheit	kein_Trinken						kein_Trinken
LR00242	regalieren	regalieren	Verb	1.	bewirten, die Zeche bezahlen	['bewirten, die Zeche bezahlen']	kein_Trinken										kein_Trinken
LR00242	regalieren	regalieren	Verb	2.	sich durch Speise u. Trank laben	['sich durch Speise u. Trank laben']	kein_Trinken										kein_Trinken
LR00400	Ribott	Ribott	Substantiv		Rausch, Saufgelage	['Rausch', 'Saufgelage']	kein_Trinken										kein_Trinken
LR00673	Rusch	Rusch	Substantiv		Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
LS00146	Satz I	Satz	Substantiv	2.	Bodensatz, Niederschlag einer jeden Flüssigkeit	['Bodensatz', 'Niederschlag einer jeden Flüssigkeit']	kein_Trinken										kein_Trinken
LS00468	schicker	schicker	Adjektiv		betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
LS00775	Schluck I	Schluck	Substantiv	1.	Schluck, Zug	['Schluck', 'Zug']	kein_Trinken										kein_Trinken
LS00787	Schlupp I	Schlupp	Substantiv	1.	Schluck, Zug, Mundvoll	['Schluck', 'Zug', 'Mundvoll']	kein_Trinken										kein_Trinken
LS00908 	Schapsbuddel 	Schapsbuddel	Substantiv		Schnapsflasche	['Schnapsflasche']	kein_Trinken			Schnapsflasche	kein_Trinken						kein_Trinken
LS00912	Schapskessel	Schapskessel	Substantiv	b)	Schnapsnase	['Schnapsnase']	kein_Trinken			Schnapsnase	kein_Trinken						kein_Trinken
LS00916	Schapslischt	Schapslischt	Substantiv		Trinkerliste	['Trinkerliste']	kein_Trinken			Trinkerliste	kein_Trinken						kein_Trinken
LS00917 	Schapsnas 	Schapsnas	Substantiv		Schnapstrinker	['Schnapstrinker']	kein_Trinken			Schnapstrinker	kein_Trinken						kein_Trinken
LS00918	Schnapser	Schnapser	Substantiv		Schnapstrinker. Die Bewohner von Bettweiler (. Saargemünd) heißen Schnapser.	['Schnapstrinker. Die Bewohner von Bettweiler (. Saargemünd) heißen Schnapser.']	kein_Trinken										kein_Trinken
LS01001	Schnikert	Schnikert	Substantiv		Schnapstrinker	['Schnapstrinker']	kein_Trinken			Schnapstrinker	kein_Trinken						kein_Trinken
LS01005	Schnips	Schnips	Substantiv	1.	kleiner Rausch	['kleiner Rausch']	kein_Trinken										kein_Trinken
LS01117	schores	schores	Substantiv		betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
LS01349	schwenken	schwenken	Verb	3.	jemanden durch Spendung geistiger Getränke zu gewinnen suchen	['jemanden durch Spendung geistiger Getränke zu gewinnen suchen']	kein_Trinken										kein_Trinken
LS01415	Seidel	Seidel	Substantiv		u. n. Getränk- u. Flüssigkeitsmaß, die Halbe	['u. n. Getränk- u. Flüssigkeitsmaß, die Halbe']	kein_Trinken								Getränk	Getränk	Getränk
LS01418	Seih	Seih	Substantiv		Seihe, feines Sieb für Kaffee, Milch u. dgl	['Seihe', 'feines Sieb für Kaffee', 'Milch u. dgl']	kein_Trinken								Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk
LS01522	Siffer	Siffer	Substantiv		Säufer, Trunkenbold	['Säufer', 'Trunkenbold']	kein_Trinken										kein_Trinken
LS01523	Siffersch	Siffersch	Substantiv		Säuferin	['Säuferin']	kein_Trinken			Säuferin	kein_Trinken						kein_Trinken
LS01849	Spritzer	Spritzer	Substantiv	2.	leichter Rausch	['leichter Rausch']	kein_Trinken										kein_Trinken
LS02015	Steiwer	Steiwer	Substantiv		kleiner Rausch	['kleiner Rausch']	kein_Trinken										kein_Trinken
LS02065	sterrevoll	sterrevoll	Adjektiv		ganz betrunken	['ganz betrunken']	kein_Trinken										kein_Trinken
LS02144	Stiwer	Stiwer	Substantiv		Räuschchen	['Räuschchen']	kein_Trinken			Räuschchen	kein_Trinken						kein_Trinken
LS02220	strack	strack	Adjektiv	4.	sinnlos betrunken	['sinnlos betrunken']	kein_Trinken										kein_Trinken
LS02432	Suckel	Suckel	Substantiv		irgend ein Gegenstand, an dem gesogen wird, z. B. eine Zuckerstange	['irgend ein Gegenstand', 'an dem gesogen wird', 'z. B. eine Zuckerstange']	kein_Trinken								saugen	Trinken	Trinken
LS02447	Suff-lappe	Sufflappe	Substantiv		Trinker, Säufer	['Trinker', 'Säufer']	kein_Trinken										kein_Trinken
LS02449	Suffer	Suffer	Substantiv		Säufer, Trunkenbold	['Säufer', 'Trunkenbold']	kein_Trinken										kein_Trinken
LW00410 	Winessich 	Winessich	Substantiv		Weinessig	['Weinessig']	kein_Trinken			Weinessig	kein_Trinken						kein_Trinken
LW00413	Wingart	Wingart	Substantiv		Steueraufseher für Getränke, Steuerbote	['Steueraufseher für Getränke', 'Steuerbote']	kein_Trinken										kein_Trinken
LW00464	Wirt	Wirt	Substantiv		Wirt, Gastwirt. Wdgn	['Wirt', 'Gastwirt. Wdgn']	kein_Trinken										kein_Trinken
LW00466 	Wirtshus 	Wirtshus	Substantiv		Wirtshaus	['Wirtshaus']	kein_Trinken			Wirtshaus	kein_Trinken						kein_Trinken
LW00467	Wirtslitt	Wirtslitt	Substantiv		Wirte	['Wirte']	kein_Trinken			Wirte	kein_Trinken						kein_Trinken
LW00469	Wirtei	Wirtei	Substantiv		Wirtsgewerbe, Wirtschaft	['Wirtsgewerbe', 'Wirtschaft']	kein_Trinken										kein_Trinken
LW00471	Wirtschaft	Wirtschaft	Substantiv		Wirtschaft, Wirtshaus	['Wirtschaft', 'Wirtshaus']	kein_Trinken										kein_Trinken
LW00478	Wisch	Wisch	Substantiv	4.	Wirtshausschild, Bier- oder Weinzeichen	['Wirtshausschild', 'Bier- oder Weinzeichen']	kein_Trinken								Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier
LZ00034	Zapen	Zapen	Substantiv	1.	Zapfen am Faß, an der Flasche, am Gebälk, Eiszapfen	['Zapfen am Faß', 'an der Flasche', 'am Gebälk', 'Eiszapfen']	kein_Trinken										kein_Trinken
LZ00038	zappen	zappen	Verb	1.	Wein, Bier vom Zapfen schenken	['Wein', 'Bier vom Zapfen schenken']	kein_Trinken					Wein	Bier vom Zapfen schenken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
LZ00125	ziehen	ziehen	Substantiv	4.	zapfen	['zapfen']	kein_Trinken	ziehen	Trinken	zapfen	kein_Trinken						Trinken
LZ00126	Zieh-stang	Ziehstang	Substantiv		dehnbare Zuckerstange	['dehnbare Zuckerstange']	kein_Trinken										kein_Trinken
LZ00202	Zuck	Zuck	Substantiv		Zug, Ziehleistung, Zug beim Trinken	['Zug', 'Ziehleistung', 'Zug beim Trinken']	kein_Trinken										kein_Trinken
EA00219	Adler	Adler	Substantiv		Adler. Häufig Wirtshausschild	['Adler. Häufig Wirtshausschild']	kein_Trinken										kein_Trinken
EA00250	Aff	Aff	Substantiv	4.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EA01244	Ürten	Ürten	Substantiv	1.	Zeche, gemeinsamer Schmaus in einem Gasthaus	['Zeche', 'gemeinsamer Schmaus in einem Gasthaus']	kein_Trinken										kein_Trinken
EF00161	Fëger	Fëger	Substantiv	5.	ein Rausch	['ein Rausch']	kein_Trinken										kein_Trinken
EF00342	Vollheit	Vollheit	Substantiv		Trunkenheit, Zustand des Betrunkenseins	['Trunkenheit', 'Zustand des Betrunkenseins']	kein_Trinken										kein_Trinken
EF00447	Fahn, Fahnen	Fahn, Fahnen	Substantiv	8.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EF00620	Viertel	Viertel	Substantiv	2.	Viertele eine Flasche, die 0,25 l fassen kann, sodann der Inhalt einer solchen Flasche	['Viertele eine Flasche, die 0', '25 l fassen kann', 'sodann der Inhalt einer solchen Flasche']	kein_Trinken										kein_Trinken
EF00832	Fass	Fass	Substantiv	1.	Fass, hölzernes Gefäss, das meist zur Aufnahme von Flüssigkeiten, bes. von Wein, bestimmt ist	['Fass', 'hölzernes Gefäss, das meist zur Aufnahme von Flüssigkeiten', 'bes. von Wein', 'bestimmt ist']	kein_Trinken										kein_Trinken
EF00951	Fisch	Fisch	Substantiv	2.	feste Bestandteile, die in einem vorgesetzten Getränk umherschwimmen, z. B. Pech im Bier und dgl	['feste Bestandteile, die in einem vorgesetzten Getränk umherschwimmen', 'z. B. Pech im Bier und dgl']	kein_Trinken										kein_Trinken
EF01297	Flasch	Flasch	Substantiv		Flasche	['Flasche']	kein_Trinken			Flasche	kein_Trinken						kein_Trinken
EG00198	geiferen	geiferen	Verb	1.	Speichel oder Speise und Trank aus dem Munde fliessen lassen und dadurch die Kleider beschmutzen	['Speichel oder Speise und Trank aus dem Munde fliessen lassen und dadurch die Kleider beschmutzen']	kein_Trinken										kein_Trinken
EG00746	gunklen	gunklen	Verb	2.	Wein über die Strasse verkaufen	['Wein über die Strasse verkaufen']	kein_Trinken										kein_Trinken
EG00861	Sufgurgel	Sufgurgel	Substantiv	1.	Säufer	['Säufer']	kein_Trinken			Säufer	kein_Trinken						kein_Trinken
EG00861	Sufgurgel	Sufgurgel	Substantiv	2.	hervorstehender Kehlkopf, was vom Trinken kommen soll	['hervorstehender Kehlkopf', 'was vom Trinken kommen soll']	kein_Trinken										kein_Trinken
EG00945	Gas	Gas	Substantiv	3.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EG01144	Gutter(e)	Guttere, Gutter	Substantiv	1.	Flasche, meist mit grossem Bauch, engem Halse und Giessschnabel, oft mit Stroh umflochten, Korbflasche; aus Glas oder Steingut; dient zum Aufbewahren von Kirsch- oder Pflaumenwasser, Schnaps, Wein, Essig, Petroleum; seltener auch eine kleine Flasche	['Flasche', 'meist mit grossem Bauch', 'engem Halse und Giessschnabel', 'oft mit Stroh umflochten', 'Korbflasche', 'aus Glas oder Steingut', 'dient zum Aufbewahren von Kirsch- oder Pflaumenwasser', 'Schnaps', 'Wein', 'Essig', 'Petroleum', 'seltener auch eine kleine Flasche']	kein_Trinken					Schnaps; Wein	Flasche; meist mit grossem Bauch; engem Halse und Giessschnabel; oft mit Stroh umflochten; Korbflasche; aus Glas oder Steingut; dient zum Aufbewahren von Kirsch- oder Pflaumenwasser; Essig; Petroleum; seltener auch eine kleine Flasche	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
EG01144	Gutter(e)	Guttere, Gutter	Substantiv	2.	trunksüchtiges, altes Weib	['trunksüchtiges', 'altes Weib']	kein_Trinken										kein_Trinken
EG01147	gutteren	gutteren	Verb	2.	gluckern, wie Wasser, das aus einer Flasche geschüttet wird	['gluckern', 'wie Wasser, das aus einer Flasche geschüttet wird']	kein_Trinken								Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
EG01382	Glas	Glas	Substantiv	2.	Trinkglas	['Trinkglas']	kein_Trinken			Trinkglas	kein_Trinken						kein_Trinken
EG01382	Glas	Glas	Substantiv	3.	Flasche	['Flasche']	kein_Trinken			Flasche	kein_Trinken						kein_Trinken
EG01697	grinen	grinen	Verb	3.	Saft ausfliessen lassen von geschnittenen Reben	['Saft ausfliessen lassen von geschnittenen Reben']	kein_Trinken										kein_Trinken
EH00171	Huch	Huch	Substantiv	2.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EH00171	Huch	Huch	Substantiv	3.	Spottname für Personen beiderlei Geschlechts, die viel geistige Getränke zu sich nehmen	['Spottname für Personen beiderlei Geschlechts, die viel geistige Getränke zu sich nehmen']	kein_Trinken										kein_Trinken
EH00214	Hudel	Hudel	Substantiv	3.	liederliche, bes. in der Kleidung nachlässige Person; Lump, Säufer, wilder, ungestümer Mensch, schlechter Arbeiter, der alles nur obenhin macht	['liederliche', 'bes. in der Kleidung nachlässige Person', 'Lump', 'Säufer', 'wilder', 'ungestümer Mensch', 'schlechter Arbeiter, der alles nur obenhin macht']	kein_Trinken										kein_Trinken
EH00479	Wirtshushocker	Wirtshushocker	Substantiv		Stammgast, der immer in der Wirtschaft zu finden	['Stammgast, der immer in der Wirtschaft zu finden']	kein_Trinken										kein_Trinken
EH00642	Windhals	Windhals	Substantiv	2.	langhalsige Flasche mit einem Rauminhalt von etwa	['langhalsige Flasche mit einem Rauminhalt von etwa']	kein_Trinken										kein_Trinken
